Continent,ContinentCode,Country,CountryCode,Discipline,MedalCount,Year
Europe,EU,Netherlands,NLD,Equestrian,4,2012
Europe,EU,Netherlands,NLD,Field Hockey,2,2012
Europe,EU,Netherlands,NLD,Gymnastics,1,2012
Europe,EU,Netherlands,NLD,Judo,2,2012
Europe,EU,Netherlands,NLD,Rowing,1,2012
Europe,EU,Netherlands,NLD,Sailing,3,2012
Europe,EU,Netherlands,NLD,Swimming,4,2012
Europe,EU,Norway,NOR,Canoeing,1,2012
Europe,EU,Norway,NOR,Cycling,1,2012
Europe,EU,Norway,NOR,Fencing,1,2012
Europe,EU,Norway,NOR,Handball,1,2012
Europe,EU,Poland,POL,Athletics,2,2012
Europe,EU,Poland,POL,Canoeing,1,2012
Europe,EU,Poland,POL,Rowing,1,2012
Europe,EU,Poland,POL,Sailing,2,2012
Europe,EU,Poland,POL,Shooting,1,2012
Europe,EU,Poland,POL,Weightlifting,2,2012
Europe,EU,Poland,POL,Wrestling,1,2012
Europe,EU,Portugal,PRT,Canoeing,1,2012
Europe,EU,Romania,ROM,Fencing,1,2012
Europe,EU,Romania,ROM,Gymnastics,3,2012
Europe,EU,Romania,ROM,Judo,2,2012
Europe,EU,Romania,ROM,Shooting,1,2012
Europe,EU,Romania,ROM,Weightlifting,2,2012
Europe,EU,Serbia,SRB,Shooting,2,2012
Europe,EU,Serbia,SRB,Taekwondo,1,2012
Europe,EU,Serbia,SRB,Water polo,1,2012
Europe,EU,Slovak Republic,SVK,Canoeing,2,2012
Europe,EU,Slovak Republic,SVK,Shooting,2,2012
Europe,EU,Slovenia,SVN,Athletics,1,2012
Europe,EU,Slovenia,SVN,Judo,1,2012
Europe,EU,Slovenia,SVN,Rowing,1,2012
Europe,EU,Slovenia,SVN,Shooting,1,2012
Europe,EU,Sweden,SWE,Equestrian,1,2012
Europe,EU,Sweden,SWE,Handball,1,2012
Europe,EU,Sweden,SWE,Sailing,2,2012
Europe,EU,Sweden,SWE,Shooting,1,2012
Europe,EU,Sweden,SWE,Triathlon,1,2012
Europe,EU,Sweden,SWE,Wrestling,2,2012
Europe,EU,Ukraine,UKR,Athletics,4,2012
Europe,EU,Ukraine,UKR,Boxing,3,2012
Europe,EU,Ukraine,UKR,Canoeing,3,2012
Europe,EU,Ukraine,UKR,Fencing,2,2012
Europe,EU,Ukraine,UKR,Gymnastics,1,2012
Europe,EU,Ukraine,UKR,Rowing,1,2012
Europe,EU,Ukraine,UKR,Shooting,2,2012
Europe,EU,Ukraine,UKR,Weightlifting,2,2012
Europe,EU,Ukraine,UKR,Wrestling,1,2012
Middle East,ME,Afghanistan,AFG,Taekwondo,1,2012
Middle East,ME,Bahrain,BHR,Athletics,1,2012
Middle East,ME,"Iran, Islamic Rep.",IRN,Athletics,1,2012
Middle East,ME,"Iran, Islamic Rep.",IRN,Taekwondo,1,2012
Middle East,ME,"Iran, Islamic Rep.",IRN,Weightlifting,4,2012
Middle East,ME,"Iran, Islamic Rep.",IRN,Wrestling,6,2012
Middle East,ME,Kuwait,KWT,Shooting,1,2012
Middle East,ME,Qatar,QAT,Athletics,1,2012
Middle East,ME,Qatar,QAT,Shooting,1,2012
Middle East,ME,Saudi Arabia,SAU,Equestrian,1,2012
Middle East,ME,Turkey,TUR,Athletics,2,2012
Middle East,ME,Turkey,TUR,Taekwondo,2,2012
Middle East,ME,Turkey,TUR,Wrestling,1,2012
Middle East,ME,Uzbekistan,UZB,Judo,1,2012
Middle East,ME,Uzbekistan,UZB,Wrestling,2,2012
North America,NA,Canada,CAN,Athletics,1,2012
North America,NA,Canada,CAN,Canoeing,3,2012
North America,NA,Canada,CAN,Cycling,1,2012
North America,NA,Canada,CAN,Diving,2,2012
North America,NA,Canada,CAN,Football,1,2012
North America,NA,Canada,CAN,Judo,1,2012
North America,NA,Canada,CAN,Rowing,2,2012
North America,NA,Canada,CAN,Swimming,3,2012
North America,NA,Canada,CAN,Trampoline,1,2012
North America,NA,Canada,CAN,Weightlifting,1,2012
North America,NA,Canada,CAN,Wrestling,2,2012
North America,NA,Mexico,MEX,Archery,2,2012
North America,NA,Mexico,MEX,Diving,3,2012
North America,NA,Mexico,MEX,Football,1,2012
North America,NA,Mexico,MEX,Taekwondo,1,2012
North America,NA,United States,USA,Archery,1,2012
North America,NA,United States,USA,Athletics,28,2012
North America,NA,United States,USA,Basketball,2,2012
North America,NA,United States,USA,Boxing,1,2012
North America,NA,United States,USA,Cycling,4,2012
North America,NA,United States,USA,Diving,4,2012
North America,NA,United States,USA,Fencing,1,2012
North America,NA,United States,USA,Football,1,2012
North America,NA,United States,USA,Gymnastics,6,2012
North America,NA,United States,USA,Judo,2,2012
North America,NA,United States,USA,Rowing,3,2012
North America,NA,United States,USA,Shooting,4,2012
North America,NA,United States,USA,Swimming,31,2012
North America,NA,United States,USA,Taekwondo,2,2012
North America,NA,United States,USA,Tennis,4,2012
North America,NA,United States,USA,Volleyball,3,2012
North America,NA,United States,USA,Water polo,1,2012
North America,NA,United States,USA,Wrestling,4,2012
Oceania,OC,Australia,AUS,Athletics,3,2012
Oceania,OC,Australia,AUS,Basketball,1,2012
Oceania,OC,Australia,AUS,Canoeing,2,2012
Oceania,OC,Australia,AUS,Cycling,6,2012
Oceania,OC,Australia,AUS,Diving,1,2012
Oceania,OC,Australia,AUS,Field Hockey,1,2012
Oceania,OC,Australia,AUS,Rowing,5,2012
Oceania,OC,Australia,AUS,Sailing,4,2012
Oceania,OC,Australia,AUS,Swimming,10,2012
Oceania,OC,Australia,AUS,Triathlon,1,2012
Oceania,OC,Australia,AUS,Water polo,1,2012
Oceania,OC,New Zealand,NZL,Athletics,1,2012
Oceania,OC,New Zealand,NZL,Canoeing,1,2012
Oceania,OC,New Zealand,NZL,Cycling,3,2012
Oceania,OC,New Zealand,NZL,Equestrian,1,2012
Oceania,OC,New Zealand,NZL,Rowing,5,2012
Oceania,OC,New Zealand,NZL,Sailing,2,2012
South America,SA,Argentina,ARG,Field Hockey,1,2012
South America,SA,Argentina,ARG,Sailing,1,2012
South America,SA,Argentina,ARG,Taekwondo,1,2012
South America,SA,Argentina,ARG,Tennis,1,2012
South America,SA,Brazil,BRA,Boxing,1,2012
South America,SA,Brazil,BRA,Football,1,2012
South America,SA,Brazil,BRA,Gymnastics,1,2012
South America,SA,Brazil,BRA,Judo,4,2012
South America,SA,Brazil,BRA,Modern Pentathlon,1,2012
South America,SA,Brazil,BRA,Sailing,1,2012
South America,SA,Brazil,BRA,Swimming,2,2012
South America,SA,Brazil,BRA,Volleyball,4,2012
South America,SA,Colombia,COL,Athletics,1,2012
South America,SA,Colombia,COL,Cycling,3,2012
South America,SA,Colombia,COL,Judo,1,2012
South America,SA,Colombia,COL,Taekwondo,1,2012
South America,SA,Colombia,COL,Weightlifting,1,2012
South America,SA,Colombia,COL,Wrestling,1,2012
South America,SA,"Venezuela, RB",VEN,Fencing,1,2012
